0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000	0.000000000
0.010000000	0.000000333	0.000000333	0.000000333	0.000000333	0.000000333	0.000000000	0.000000500	0.000000333
0.020000000	0.000002667	0.000002667	0.000002667	0.000002667	0.000002667	0.000001000	0.000003000	0.000002667
0.030000000	0.000009000	0.000009000	0.000009000	0.000009000	0.000009000	0.000005000	0.000009500	0.000009000
0.040000000	0.000021333	0.000021333	0.000021333	0.000021333	0.000021333	0.000014000	0.000022000	0.000021333
0.050000000	0.000041667	0.000041667	0.000041667	0.000041667	0.000041667	0.000030000	0.000042500	0.000041667
0.060000000	0.000072000	0.000072000	0.000072000	0.000072000	0.000072000	0.000055000	0.000073000	0.000072000
0.070000000	0.000114333	0.000114333	0.000114333	0.000114333	0.000114333	0.000091000	0.000115500	0.000114333
0.080000000	0.000170667	0.000170667	0.000170667	0.000170667	0.000170667	0.000140000	0.000172000	0.000170667
0.090000000	0.000243000	0.000243001	0.000243001	0.000243001	0.000243001	0.000204000	0.000244501	0.000243001
0.100000000	0.000333333	0.000333335	0.000333335	0.000333335	0.000333335	0.000285001	0.000335002	0.000333335
0.110000000	0.000443667	0.000443670	0.000443670	0.000443670	0.000443670	0.000385002	0.000445503	0.000443670
0.120000000	0.000576000	0.000576006	0.000576006	0.000576006	0.000576006	0.000506003	0.000578006	0.000576006
0.130000000	0.000732333	0.000732343	0.000732343	0.000732343	0.000732343	0.000650006	0.000734510	0.000732343
0.140000000	0.000914667	0.000914683	0.000914683	0.000914683	0.000914683	0.000819010	0.000917017	0.000914683
0.150000000	0.001125000	0.001125027	0.001125027	0.001125027	0.001125027	0.001015017	0.001127527	0.001125027
0.160000000	0.001365333	0.001365376	0.001365376	0.001365376	0.001365376	0.001240027	0.001368043	0.001365376
0.170000000	0.001637667	0.001637732	0.001637732	0.001637732	0.001637732	0.001496042	0.001640565	0.001637732
0.180000000	0.001944000	0.001944097	0.001944097	0.001944097	0.001944097	0.001785065	0.001947097	0.001944097
0.190000000	0.002286333	0.002286475	0.002286475	0.002286475	0.002286475	0.002109096	0.002289642	0.002286475
0.200000000	0.002666667	0.002666870	0.002666870	0.002666870	0.002666870	0.002470141	0.002670203	0.002666870
0.210000000	0.003087000	0.003087286	0.003087286	0.003087286	0.003087286	0.002870202	0.003090786	0.003087286
0.220000000	0.003549333	0.003549729	0.003549729	0.003549729	0.003549729	0.003311284	0.003553396	0.003549729
0.230000000	0.004055667	0.004056207	0.004056207	0.004056207	0.004056207	0.003795394	0.004060041	0.004056207
0.240000000	0.004608000	0.004608728	0.004608728	0.004608728	0.004608728	0.004324538	0.004612729	0.004608728
0.250000000	0.005208333	0.005209302	0.005209302	0.005209302	0.005209302	0.004900725	0.005213470	0.005209302
0.260000000	0.005858667	0.005859942	0.005859942	0.005859942	0.005859942	0.005525965	0.005864276	0.005859942
0.270000000	0.006561000	0.006562660	0.006562661	0.006562661	0.006562661	0.006202271	0.006567162	0.006562661
0.280000000	0.007317333	0.007319475	0.007319476	0.007319476	0.007319476	0.006931655	0.007324144	0.007319476
0.290000000	0.008129667	0.008132405	0.008132406	0.008132406	0.008132406	0.007716136	0.008137241	0.008132406
0.300000000	0.009000000	0.009003471	0.009003473	0.009003473	0.009003473	0.008557731	0.009008475	0.009003473
0.310000000	0.009930333	0.009934700	0.009934703	0.009934703	0.009934703	0.009458463	0.009939872	0.009934703
0.320000000	0.010922667	0.010928121	0.010928124	0.010928124	0.010928124	0.010420358	0.010933460	0.010928124
0.330000000	0.011979000	0.011985765	0.011985770	0.011985770	0.011985770	0.011445444	0.011991273	0.011985770
0.340000000	0.013101333	0.013109670	0.013109677	0.013109677	0.013109677	0.012535754	0.013115347	0.013109677
0.350000000	0.014291667	0.014301879	0.014301889	0.014301889	0.014301889	0.013693325	0.014307726	0.014301889
0.360000000	0.015552000	0.015564439	0.015564451	0.015564451	0.015564451	0.014920200	0.015570456	0.015564451
0.370000000	0.016884333	0.016899402	0.016899419	0.016899419	0.016899419	0.016218427	0.016905591	0.016899419
0.380000000	0.018290667	0.018308828	0.018308851	0.018308851	0.018308851	0.017590057	0.018315190	0.018308851
0.390000000	0.019773000	0.019794783	0.019794813	0.019794813	0.019794813	0.019037151	0.019801320	0.019794813
0.400000000	0.021333333	0.021359340	0.021359380	0.021359380	0.021359380	0.020561775	0.021366055	0.021359380
0.410000000	0.022973667	0.023004580	0.023004633	0.023004633	0.023004633	0.022166003	0.023011476	0.023004633
0.420000000	0.024696000	0.024732594	0.024732663	0.024732663	0.024732663	0.023851916	0.024739673	0.024732663
0.430000000	0.026502333	0.026545479	0.026545569	0.026545569	0.026545569	0.025621605	0.026552747	0.026545569
