+------------------------+--------------------+--------------------+------------------------+---------------------+
|           Z            |         F          |      F deriv       |           U            |         divF        |
|         0.0154         | 243.19130279754887 | 243.9848228604565  | 2.221907664649099e-06  |  90610.20464354612  |
|         0.0155         | 244.7783429307739  | 245.57188958921338 | 2.2219000493235686e-06 |  90612.23128193233  |
|  0.015600000000000001  | 246.36543625520812 | 247.15900967952456 | 2.2218923846218244e-06 |  90614.27100687857  |
|  0.015700000000000002  | 247.95258311154342 | 248.74618348569706 | 2.2218846705422014e-06 |  90616.32381778846  |
|         0.0158         | 249.5397838677025  | 250.3334113416238  | 2.2218769070830232e-06 |  90618.38971406104  |
|         0.0159         | 251.12703882354793 | 251.92069358800848 | 2.2218690942426044e-06 |  90620.46869508974  |
|         0.016          | 252.71434836062494 | 253.50803057236632 | 2.2218612320192474e-06 |  90622.56076026727  |
|         0.0161         | 254.3017127924187  | 255.09542264221759 | 2.221853320411245e-06  |  90624.66590897973  |
|         0.0162         | 255.88913250048432 | 256.68287013147415 | 2.2218453594168782e-06 |   90626.7841406108  |
|  0.016300000000000002  | 257.47660777109076 | 258.2703733808595  | 2.221837349034419e-06  |  90628.91545453927  |
|         0.0164         | 259.0641389994159  | 259.8579327447149  | 2.2218292892621274e-06 |  90631.05985014205  |
|         0.0165         | 260.6517264989645  | 261.44554855696714 | 2.221821180098253e-06  |   90633.2173267901  |
|         0.0166         | 262.23937062408544 | 263.03322117196785 | 2.2218130215410353e-06 |  90635.38788385049  |
|         0.0167         | 263.8270717291327  | 264.62095093726685 | 2.221804813588702e-06  |  90637.57152068862  |
|  0.016800000000000002  | 265.41483015485227 | 266.20873818680604 | 2.2217965562394705e-06 |   90639.7682366636  |
|  0.016900000000000002  | 267.00264622838205 | 267.79658325453255 | 2.221788249491548e-06  |   90641.9780311333  |
|         0.017          | 268.5905202904784  | 269.3844864948184  | 2.2217798933431316e-06 |  90644.20090344819  |
|         0.0171         | 270.1784527091287  | 270.97244824842716 | 2.221771487792406e-06  |   90646.4368529587  |
|         0.0172         | 271.76644379787325 | 272.5604688357086  | 2.2217630328375472e-06 |  90648.68587900781  |
|         0.0173         | 273.3544938838709  | 274.14854863146974 |  2.22175452847672e-06  |  90650.94798093753  |
|  0.017400000000000002  | 274.9426033895768  | 275.7366879764901  | 2.221745974708077e-06  |  90653.22315808389  |
|         0.0175         | 276.5307725740951  | 277.3248871979417  | 2.2217373715297623e-06 |  90655.51140978129  |
|         0.0176         | 278.1190018326655  | 278.9131466638407  | 2.2217287189399076e-06 |  90657.81273535747  |
|         0.0177         | 279.7072915060808  | 280.5014667081761  | 2.2217200169366342e-06 |  90660.12713413994  |
|         0.0178         | 281.2956419215264  | 282.0898476513297  | 2.2217112655180533e-06 |  90662.45460544809  |
|         0.0179         | 282.88405339258003 | 283.6782898477208  | 2.2217024646822663e-06 |  90664.79514860091  |
|  0.018000000000000002  | 284.4725263145029  | 285.2667936517744  | 2.221693614427362e-06  |  90667.14876291099  |
|         0.0181         | 286.06106100088357 | 286.8553594111143  | 2.2216847147514204e-06 |  90669.51544768961  |
|         0.0182         | 287.6496578333813  | 288.44398744614375 | 2.2216757656525084e-06 |  90671.89520224273  |
|         0.0183         | 289.2383170711435  | 290.0326780976914  | 2.2216667671286856e-06 |  90674.28802587223  |
|         0.0184         | 290.8270391366796  | 291.6214317270107  | 2.2216577191779983e-06 |  90676.69391787623  |
|  0.018500000000000003  | 292.4158243299874  | 293.21024866132836 | 2.2216486217984837e-06 |  90679.11287754857  |
|  0.018600000000000002  | 294.00467300552225 | 294.7991292551024  | 2.2216394749881676e-06 |  90681.54490418083  |
|         0.0187         | 295.5935855177454  | 296.3880738559905  | 2.221630278745065e-06  |  90683.98999705978  |
|         0.0188         | 297.18256220751056 | 297.9770828048492  | 2.2216210330671803e-06 |  90686.44815546797  |
|         0.0189         | 298.77160341567725 | 299.56615643573446 | 2.2216117379525073e-06 |  90688.91937868418  |
|         0.019          | 300.36070946949775 | 301.15529508951437 | 2.2216023933990297e-06 |  90691.40366598454  |
|  0.019100000000000002  | 301.94988072345603 | 302.7444991274823  |  2.22159299940472e-06  |  90693.90101663904  |
|  0.019200000000000002  | 303.53911754565496 | 304.3337688769051  | 2.2215835559675397e-06 |  90696.41142991594  |
|         0.0193         | 305.1284202225253  | 305.9231046854749  | 2.2215740630854407e-06 |  90698.93490507858  |
|         0.0194         | 306.7177891630206  | 307.5125069008897  | 2.221564520756363e-06  |   90701.4714413868  |
|         0.0195         | 308.30722465358326 | 309.10197584362743 | 2.2215549289782367e-06 |  90704.02103809641  |
|         0.0196         | 309.8967270487267  | 310.6915118750108  | 2.221545287748982e-06  |   90706.5836944585  |
|  0.019700000000000002  | 311.48629671658324 | 312.28111533594944 | 2.221535597066507e-06  |  90709.15940972287  |
|         0.0198         | 313.0759339708394  | 313.8707865537457  | 2.2215258569287102e-06 |  90711.74818313163  |
|         0.0199         | 314.66563915241363 | 315.46052588293384 | 2.2215160673334796e-06 |  90714.35001392587  |
|          0.02          | 316.2554126294562  | 317.0503336780545  | 2.2215062282786916e-06 |  90716.96490134281  |
|         0.0201         | 317.84525474289774 | 318.6402102664282  | 2.221496339762212e-06  |  90719.59284461428  |
|  0.020200000000000003  | 319.4351658064489  | 320.23015598218836 | 2.2214864017818973e-06 |   90722.2338429694  |
|  0.020300000000000002  | 321.0251461746657  | 321.82017118670035 | 2.2214764143355924e-06 |  90724.88789563206  |
|         0.0204         | 322.61519621572296 | 323.4102562277226  | 2.221466377421131e-06  |  90727.55500182381  |
|         0.0205         | 324.20531625696293 | 325.00041143260074 | 2.2214562910363366e-06 |  90730.23516076287  |
|         0.0206         | 325.79550662573433 | 326.5906371422992  | 2.221446155179023e-06  |  90732.92837166051  |
|         0.0207         | 327.3857676766178  | 328.18093370459576 | 2.221435969846992e-06  |  90735.63463372645  |
|  0.020800000000000003  | 328.9760997505875  | 329.7713014604672  | 2.2214257350380355e-06 |  90738.35394616767  |
|  0.020900000000000002  | 330.5665031886236  | 331.36174077812353 | 2.221415450749935e-06  |   90741.086308184   |
|         0.021          | 332.1569783861653  | 332.95225195771565 | 2.2214051169804592e-06 |   90743.8317189739  |
|         0.0211         | 333.74752554807554 | 334.54283533343323 | 2.2213947337273708e-06 |  90746.59017773176  |
|         0.0212         |  335.338145137871  | 336.13349127350523 | 2.221384300988418e-06  |  90749.36168364674  |
|         0.0213         | 336.9288374284927  | 337.7242201325544  |  2.22137381876134e-06  |  90752.14623590434  |
|  0.021400000000000002  | 338.5196028562447  | 339.31502226520934 | 2.2213632870438635e-06 |   90754.9438336876  |
|  0.021500000000000002  | 340.1104416940809  | 340.90589798526645 | 2.221352705833706e-06  |  90757.75447617499  |
|         0.0216         | 341.70135429664003 | 342.49684762014203 | 2.221342075128574e-06  |  90760.57816254087  |
|         0.0217         | 343.2923409641152  | 344.0878715108711  | 2.2213313949261653e-06 |  90763.41489195541  |
|         0.0218         | 344.88340207838445 | 345.67897003252887 | 2.221320665224165e-06  |  90766.26466358593  |
|         0.0219         | 346.4745380077195  | 347.27014351935776 | 2.221309886020247e-06  |  90769.12747659496  |
|  0.022000000000000002  | 348.06574905233373 | 348.86139229199404 | 2.2212990573120763e-06 |  90772.00333013998  |
|         0.0221         | 349.65703555328594 | 350.45271671191915 | 2.221288179097307e-06  |  90774.89222337838  |
|         0.0222         | 351.2483978924809  | 352.04411712020243 | 2.2212772513735813e-06 |  90777.79415546026  |
|         0.0223         | 352.8398363701523  | 353.63559385111364 | 2.2212662741385323e-06 |  90780.70912553226  |
|         0.0224         | 354.4313513546054  | 355.2271472593482  | 2.2212552473897815e-06 |  90783.63713273843  |
|  0.022500000000000003  | 356.02294318692645 | 356.8187776791894  | 2.2212441711249397e-06 |  90786.57817621909  |
|  0.022600000000000002  | 357.6146121945956  | 358.4104854381208  | 2.221233045341608e-06  |  90789.53225510796  |
|         0.0227         | 359.20635870509966 | 360.00227089085865 | 2.2212218700373765e-06 |   90792.4993685389  |
|         0.0228         | 360.79818310038473 | 361.59413439212665 | 2.2212106452098244e-06 |  90795.47951563836  |
|         0.0229         | 362.3900857079518  | 363.1860762830423  |  2.22119937085652e-06  |  90798.47269553001  |
|         0.023          | 363.98206688253475 | 364.7780968979232  | 2.2211880469750214e-06 |  90801.47890733556  |
|  0.023100000000000002  | 365.5741269380353  | 366.3701965574814  | 2.221176673562876e-06  |  90804.49815017046  |
|  0.023200000000000002  | 367.1662662019756  | 367.96237560285533 | 2.2211652506176212e-06 |  90807.53042314753  |
|         0.0233         | 368.7584850291108  |  369.554634388804  | 2.2211537781367842e-06 |  90810.57572537372  |
|         0.0234         |  370.350783774203  | 371.14697327689953 | 2.2211422561178805e-06 |  90813.63405595429  |
|         0.0235         | 371.9431628056349  | 372.73939258788266 | 2.2211306845584142e-06 |  90816.70541399029  |
|         0.0236         | 373.53562239650506 | 374.33189266972687 | 2.221119063455881e-06  |  90819.78979857873  |
|  0.023700000000000002  | 375.1281629696623  | 375.9244738772199  | 2.221107392807764e-06  |  90822.88720881147  |
|         0.0238         | 376.7207848118327  | 377.51713652431715 | 2.2210956726115364e-06 |  90825.99764377794  |
|         0.0239         | 378.3134882642014  | 379.10988096582065 | 2.2210839028646615e-06 |  90829.12110256423  |
|         0.024          | 379.9062736951874  | 380.7027075361205  | 2.221072083564591e-06  |  90832.25758425068  |
|         0.0241         | 381.49914140515153 | 382.2956165968399  | 2.221060214708767e-06  |  90835.40708791459  |
|  0.024200000000000003  | 383.0920918169798  | 383.8886084755773  | 2.2210482962946195e-06 |  90838.56961262936  |
|  0.024300000000000002  | 384.68512516298233 | 385.48168351355054 |  2.22103632831957e-06  |   90841.7451574644  |
|         0.0244         | 386.2782418932859  | 387.0748420655993  | 2.2210243107810265e-06 |  90844.93372148673  |
|         0.0245         | 387.8714422674421  | 388.66808445253724 | 2.2210122436763893e-06 |  90848.13530375686  |
|         0.0246         | 389.46472666752726 | 390.2614110292187  | 2.2210001270030465e-06 |  90851.34990333297  |
|         0.0247         | 391.05809542117333 | 391.8548221232792  | 2.220987960758376e-06  |  90854.57751926906  |
|  0.024800000000000003  | 392.65154885601953 | 393.4483180827814  | 2.220975744939746e-06  |   90857.8181506151  |
|  0.024900000000000002  |  394.245087340552  | 395.04189926260193 | 2.2209634795445123e-06 |   90861.0717964181  |
|         0.025          | 395.8387112160384  | 396.6355659835933  | 2.2209511645700213e-06 |  90864.33845572012  |
|         0.0251         | 397.43242078291524 | 398.2293185938409  | 2.220938800013609e-06  |  90867.61812755778  |
|         0.0252         | 399.02621643691714 | 399.8231574482446  | 2.2209263858726003e-06 |  90870.91081096824  |
|         0.0253         | 400.6200984921094  | 401.4170828744864  | 2.220913922144309e-06  |  90874.21650498036  |
|  0.025400000000000002  | 402.21406728979014 | 403.0110952138681  | 2.2209014088260395e-06 |  90877.53520862233  |
